fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,acidity_ratio,free_sulfur_ratio,sulfur_dioxide_diff,sugar_alcohol_ratio,sweetness_index,mineral_content,ph_acidity_interaction,wine_body,quality_class
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,8.02,19.45946,0.54533,20.0,0.19074,1.869,0.924,27.268,10.94874,2
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7.02,15.5,0.58309,10.0,0.17841,1.776,0.941,24.219,11.13594,2
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,7.47,10.30303,0.53298,7.0,0.20173,1.8816,0.698,25.0245,10.34779,1
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,7.19,14.66667,0.41502,31.0,0.22556,1.9047,0.696,23.8708,9.26001,1
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,7.47,10.30303,0.53298,7.0,0.20173,1.8816,0.698,25.0245,10.34779,1
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,10.4,24.61538,0.38432,8.0,0.18078,1.7005,0.821,32.76,10.4642,1
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,10.99,30.0,0.66593,3.0,0.18252,1.7024,0.561,34.069,10.36131,1
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,9.53,31.42857,0.68942,9.0,0.18568,1.8627,0.655,31.0678,11.24214,1
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,8.78,13.62069,0.12657,69.0,0.2103,1.81,0.769,28.8862,9.46932,1
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,8.91,23.42857,0.581,31.0,0.1582,1.672,0.867,28.7793,11.92896,1
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,8.91,20.0,0.33319,16.0,0.17908,1.6986,0.772,28.8684,10.5576,1
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,9.79,22.5,0.4999,25.0,0.11916,1.1583,0.874,31.328,10.8431,1
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,11.74,33.0303,0.38628,27.0,0.15639,1.593,0.902,38.5072,11.46941,1
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,11.74,33.0303,0.38628,27.0,0.15639,1.593,0.902,38.5072,11.46941,1
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,8.85,15.0,0.37074,56.0,0.22893,1.9888,0.538,28.851,9.56909,1
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,11.33,28.37838,0.39113,14.0,0.18318,1.936,0.834,36.5959,11.95656,1
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,13.48,31.5,0.3998,12.0,0.24248,2.2425,0.9,41.3836,10.29176,1
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,9.89,19.57447,0.23374,59.0,0.2763,2.3556,0.601,31.1535,9.39267,1
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,8.11,12.71186,0.58683,19.0,0.44517,3.7228,0.55,24.4922,9.16246,1
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,9.83,15.25424,0.38077,13.0,0.20812,1.808,0.824,32.1441,9.57782,1
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,5.52,11.86047,0.20452,70.0,0.13226,1.5552,0.774,20.3136,13.48535,2
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,8.32,17.27273,0.28784,47.0,0.22082,1.9005,0.715,28.288,9.47321,1
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,8.22,40.52632,0.25858,43.0,0.22862,2.3814,0.846,27.7014,11.73746,1
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,8.625,9.45455,0.53327,42.0,0.24052,2.3192,0.694,29.1525,10.75907,1
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,8.32,17.27273,0.28784,47.0,0.22082,1.9005,0.715,28.288,9.47321,1
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,10.8,42.5,0.38878,22.0,0.23631,1.9954,0.547,34.884,9.2641,0
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,7.86,9.34211,0.61077,7.0,0.17174,1.9184,0.459,26.6454,12.70298,1
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,6.65,17.64706,0.05309,107.0,1.12076,11.4165,0.614,21.945,11.45078,0
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,8.35,13.92857,0.41152,10.0,0.18066,1.5402,0.71,27.221,9.36795,1
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,7.86,9.34211,0.61077,7.0,0.17174,1.9184,0.459,26.6454,12.70298,1
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,8.83,10.94595,0.49979,12.0,0.26015,2.26,0.541,29.8454,9.58061,0
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,7.17,9.55882,0.54973,9.0,0.3641,3.7926,0.617,24.7365,11.73958,0
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,8.31,12.09677,0.5999,24.0,0.1826,1.5419,0.476,25.761,9.25294,1
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,10.56,25.78947,0.4307,37.0,0.25484,2.255,0.669,33.3696,9.77344,1
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,9.81,21.95122,0.37491,25.0,0.1638,1.756,0.658,31.5882,12.12851,1
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,9.08,14.5614,0.11627,76.0,0.25237,2.172,0.702,30.5996,9.48385,1
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6.44,19.66667,0.44997,88.0,1.29971,12.0198,0.607,21.4452,10.27126,1
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,8.14,13.21429,0.44105,19.0,0.17127,1.611,0.762,28.4086,10.46378,1
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,8.21,9.86667,0.31243,33.0,0.16983,1.53,0.566,25.6152,9.9502,1
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,8.14,13.21429,0.44105,19.0,0.17127,1.611,0.762,28.4086,10.46378,1
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,7.64,16.42857,0.61094,14.0,0.19802,1.9558,0.831,26.0524,11.04339,1
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,7.71,11.63934,0.64847,13.0,0.21082,2.0493,0.689,26.214,10.84703,1
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,7.71,11.63934,0.64847,13.0,0.21082,2.0493,0.689,26.214,10.84703,1
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,8.22,12.71186,0.44993,33.0,0.22426,1.9844,0.667,26.9616,9.76374,1
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,7.82,9.72603,0.42827,8.0,0.18349,1.6236,0.703,26.979,9.76345,1
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,8.56,11.79104,0.46118,7.0,0.14721,1.267,0.676,29.3608,9.45905,1
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,8.56,10.98592,0.57127,15.0,0.17415,1.6929,0.769,29.104,10.85945,1
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,6.76,9.38462,0.56509,20.0,0.21798,2.136,0.519,23.4572,10.92938,1
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,8.31,12.5,0.71655,17.0,0.19544,1.6344,0.502,25.761,9.15391,1
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,7.86,11.86441,0.17389,57.0,0.43597,4.272,0.785,26.0952,10.95963,1
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.44,10.46154,0.45441,18.0,0.23873,2.3949,0.753,25.5936,11.24779,1
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,7.44,10.46154,0.45441,18.0,0.23873,2.3949,0.753,25.5936,11.24779,1
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,9.915,13.33333,0.33923,37.0,0.19334,1.6326,1.553,29.9433,9.26578,1
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,7.32,6.1165,0.70804,7.0,0.17841,1.776,0.633,26.2788,11.13694,0
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,10.63,21.30435,0.51507,32.0,0.25484,2.255,0.661,33.4845,9.77315,1
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,8.98,10.37975,0.49981,13.0,0.22893,1.9888,0.549,30.2626,9.57888,0
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,9.19,22.36842,0.5097,25.0,0.15241,1.5876,0.786,31.0622,11.73581,1
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,7.82,12.41379,0.44432,20.0,0.22308,2.0631,0.681,26.4316,10.25509,1
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,7.82,12.41379,0.44432,20.0,0.22308,2.0631,0.681,26.4316,10.25509,1
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,11.33,23.63636,0.68385,6.0,0.20158,2.0378,0.938,35.123,11.3544,1
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,7.62,16.42857,0.41168,30.0,0.2103,1.81,0.629,26.4414,9.46846,1
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,6.02,11.0,0.3218,59.0,0.12848,1.548,0.864,21.07,13.8712,2
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,5.39,12.82051,0.43326,34.0,0.1142,1.376,0.798,19.943,13.87176,1
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,7.94,16.22222,0.37494,40.0,0.13664,1.4128,0.619,26.8372,11.62395,1
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,6.36,12.55319,0.56805,19.0,0.16949,1.6872,0.607,22.26,11.13112,1
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,8.28,12.71186,0.77255,10.0,0.21482,1.814,0.503,25.668,9.25294,1
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,8.51,13.22034,0.47209,19.0,0.18733,1.8648,0.632,27.5724,11.13728,1
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.935,11.03448,0.16047,68.0,0.24185,2.0815,0.615,28.9494,9.47036,1
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,9.3,20.73171,0.2997,7.0,0.52456,5.544,0.61,30.504,11.94792,0
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,7.69,10.0,0.2997,7.0,0.19567,1.7157,0.714,25.7615,9.66469,1
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,8.935,11.03448,0.16047,68.0,0.24185,2.0815,0.615,28.9494,9.47036,1
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,10.49,31.6129,0.33296,6.0,0.1477,1.5045,0.632,32.9386,11.4402,2
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,7.76,15.10638,0.51842,26.0,0.18252,1.7024,0.717,26.1512,10.35424,1
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,7.76,15.10638,0.51842,26.0,0.18252,1.7024,0.717,26.1512,10.35424,1
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,8.665,10.19355,0.40891,13.0,0.18332,1.782,0.764,28.85445,10.85847,1
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,9.61,13.59375,0.24634,52.0,0.26445,2.4246,0.726,31.3286,10.17287,1
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,7.61,16.27907,0.49986,18.0,0.21082,2.0493,0.631,25.7979,10.84288,1
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,12.17,29.73684,0.42544,27.0,0.17127,1.611,0.66,38.3355,10.47207,1
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,7.7,41.76471,0.54821,14.0,0.20145,2.19,0.608,25.795,12.31667,1
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,8.68,13.11475,0.42796,4.0,0.19985,2.262,0.426,27.9496,12.90718,1
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,7.9,11.47541,0.1818,90.0,0.44074,4.041,1.238,26.07,10.19123,1
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,7.9,11.47541,0.1818,90.0,0.44074,4.041,1.238,26.07,10.19123,1
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,8.34,10.13333,0.49958,6.0,0.17257,1.691,0.69,28.0224,10.94731,1
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,8.935,12.71318,0.4166,35.0,0.19248,1.8711,0.823,29.39615,10.86054,1
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6.425,14.5679,0.49982,14.0,0.19339,2.1024,0.726,23.2585,12.32089,1
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,8.255,9.80392,0.49958,6.0,0.19567,1.7157,0.574,27.5717,9.66818,0
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,8.935,12.71318,0.4166,35.0,0.19248,1.8711,0.823,29.39615,10.86054,1
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,7.23,10.3125,0.65798,26.5,0.45216,3.8915,0.543,23.136,9.45801,1
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,7.23,10.3125,0.65798,26.5,0.45216,3.8915,0.543,23.136,9.45801,1
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,7.87,13.33333,0.51706,14.0,0.17341,1.8459,0.674,26.3645,12.01808,1
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6.3,9.34426,0.61077,7.0,0.11466,1.2292,0.623,21.735,12.1013,1
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,9.18,4.77987,0.55494,4.0,0.19248,1.8711,0.537,32.13,10.84288,0
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,5.845,7.93893,0.53552,13.0,0.17186,1.88125,0.69,22.0941,12.4305,1
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,7.63,7.70115,0.35082,37.0,0.17079,1.766,0.84,27.468,11.65297,1
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,9.79,23.94737,0.26649,11.0,0.18733,1.8648,0.864,32.307,11.15251,1
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,8.72,27.58621,0.4117,40.0,0.16057,1.5984,0.741,29.2992,11.14411,1
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,8.6,9.5,0.30878,47.0,0.24973,2.0884,0.527,26.832,9.1586,1
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.37,12.09677,0.2727,64.0,0.19368,1.7138,0.603,27.621,9.76198,1
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.71,13.85714,0.24173,69.0,0.24728,2.2475,0.708,35.2359,10.07879,1
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,7.57,9.85507,0.51706,14.0,0.35104,3.4671,0.588,25.8137,11.04716,0
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,10.71,13.85714,0.24173,69.0,0.24728,2.2475,0.708,35.2359,10.07879,1
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,7.72,11.11111,0.4285,36.0,0.15201,1.2712,0.681,25.3216,9.1632,1
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,8.37,12.09677,0.2727,64.0,0.19368,1.7138,0.603,27.621,9.76198,1
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,7.16,12.5,0.44428,15.0,0.23419,2.616,0.654,23.8428,12.70912,1
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,9.39,6.72269,0.34138,27.0,0.18078,1.7005,0.553,31.3626,10.45086,1
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,7.57,18.91892,0.30764,45.0,0.2275,2.0677,0.626,25.738,10.05536,1
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,7.57,18.91892,0.34778,45.0,0.23739,2.1576,0.616,25.738,10.05516,1
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.4,11.71875,0.18679,74.0,0.20387,1.804,0.663,27.384,9.76237,1
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6.14,7.2,0.34775,30.0,0.09592,1.05,0.631,24.6214,12.40725,1
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,10.8,22.0,0.24384,31.0,0.18472,1.9382,0.781,34.344,11.85692,1
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,8.4,11.71875,0.18679,74.0,0.20387,1.804,0.663,27.384,9.76237,1
9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,10.54,11.81818,0.28121,46.0,0.18661,1.5453,1.744,30.566,9.06833,1
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,10.7,14.47761,0.13635,76.0,0.25717,2.3374,0.754,34.882,10.0794,1
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,5.74,6.66667,0.34775,30.0,0.09592,1.05,0.631,23.0174,12.40725,1
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,9.86,26.0,0.49972,9.0,0.15776,1.5948,0.608,31.3548,11.33069,1
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,9.85,24.59459,0.38175,34.0,0.16349,1.602,0.88,31.323,10.94445,2
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.4,14.25532,0.52926,16.0,0.16023,1.5198,0.677,25.086,10.54488,1
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.4,14.25532,0.52926,16.0,0.16023,1.5198,0.677,25.086,10.54488,1
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.4,14.25532,0.52926,16.0,0.16023,1.5198,0.677,25.086,10.54488,1
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,7.4,14.25532,0.52926,16.0,0.16023,1.5198,0.677,25.086,10.54488,1
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,7.13,12.26415,0.34202,25.0,0.19334,1.6326,0.593,23.8142,9.25815,1
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,8.26,12.13115,0.18679,74.0,0.21407,1.8942,0.643,27.1754,9.76237,1
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,8.26,12.13115,0.18679,74.0,0.21407,1.8942,0.643,27.1754,9.76237,1
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,8.93,8.86364,0.46262,36.0,0.4126,3.4504,0.567,29.1118,9.16946,1
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,8.89,21.0,0.2399,19.0,0.17508,1.5351,0.505,27.4701,9.65936,1
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,10.095,11.59236,0.24995,36.0,0.22893,1.9888,0.589,32.1021,9.57696,1
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,8.035,8.52071,0.36331,7.0,0.1998,1.8,0.686,27.23865,9.9608,1
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,7.2,11.18644,0.47488,21.0,0.19033,2.0976,0.729,24.336,12.52276,1
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,11.76471,0.5767,11.0,0.14721,1.267,0.507,21.84,9.44756,1
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,11.76471,0.5767,11.0,0.14721,1.267,0.507,21.84,9.44756,1
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,6.5,11.76471,0.5767,11.0,0.14721,1.267,0.507,21.84,9.44756,1
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.03,14.42308,0.41922,18.0,0.16175,1.5215,0.624,26.9808,10.45149,1
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.03,14.42308,0.41922,18.0,0.16175,1.5215,0.624,26.9808,10.45149,1
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.03,14.42308,0.41922,18.0,0.16175,1.5215,0.624,26.9808,10.45149,1
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,8.16,13.81818,0.54821,14.0,0.1633,1.5232,0.595,27.4992,10.35726,1
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,8.03,14.42308,0.41922,18.0,0.16175,1.5215,0.624,26.9808,10.45149,1
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,12.4,26.74419,0.3998,12.0,0.23615,2.314,0.607,38.316,10.98372,1
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,8.88,18.22222,0.35702,18.0,0.22527,2.0654,0.593,28.86,10.16053,1
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,6.7,10.16667,0.38432,8.0,0.18405,1.8606,0.616,23.584,11.33981,1
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,7.885,10.82707,0.58285,5.0,0.18927,1.629,0.468,26.3359,9.46076,1
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,7.885,10.82707,0.58285,5.0,0.18927,1.629,0.468,26.3359,9.46076,1
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,7.47,11.89655,0.51207,20.0,0.25902,2.4976,0.601,25.4727,10.74794,1
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,9.89,14.7541,0.4383,41.0,0.1998,1.8,0.639,33.0326,9.9654,1
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,7.83,11.42857,0.17388,38.0,0.19475,2.0286,0.575,25.9956,11.72118,1
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,8.275,11.60305,0.24557,43.0,0.18429,1.7043,0.546,27.88675,10.26807,1
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,8.275,11.60305,0.24557,43.0,0.18429,1.7043,0.546,27.88675,10.26807,1
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,7.81,12.20339,0.24991,21.0,0.22977,2.07,0.597,26.1635,9.9568,1
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,6.67,18.48485,0.1562,27.0,0.17804,1.6182,0.526,22.4112,10.04586,1
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,6.69,17.42857,0.14281,24.0,0.17804,1.6182,0.524,22.4784,10.04586,1
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,7.97,16.59091,0.40292,40.0,0.22502,2.2225,0.668,28.692,11.06093,1
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,8.21,11.38462,0.53056,46.0,0.56782,4.887,0.668,26.9288,9.47492,1
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.03333,12.475,23.91753,0.21421,22.0,0.1394,1.25953,0.741,38.29825,10.00363,1
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,10.05,16.72727,0.2894,27.0,0.21082,2.0493,0.672,32.562,10.86719,1
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,9.29,9.65116,0.2407,41.0,0.24728,2.2475,0.633,31.2144,10.07212,1
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.03333,12.475,23.91753,0.21421,22.0,0.1394,1.25953,0.741,38.29825,10.00363,1
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,9.1,9.52381,0.17458,52.0,0.20387,1.804,0.56,29.939,9.7659,0
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,7.825,11.70732,0.32248,21.0,0.16088,1.6758,0.626,27.0745,11.741,1
